Number;Text;Flag
1073701;They aren't called Dread Spiders because they're fluffy and cuddly now, are they? No, there's nothing appealing about those wretches so I sure wouldn't lose any sleep if you were to exterminate a few. I'd even part with a generous amount of gold, I would.;Original
1073702;Feel that chill in the air? It means an icy death for the unwary, for deadly Ice Elementals are about. Who knows what magic summoned them, what's important now is getting rid of them. I don't have much, but I'll give all I can if you'd only stop the cold-hearted monsters.;Original
1073703;I should be trimming back the vegetation here, but something nasty has taken root. Viscious vines I can't go near. If there's any hope of getting things under control, some one's going to need to destroy a few of those Whipping Vines. Someone strong and fast and tough. ;Original
1073704;Ants are industrious and Lions are noble so who'd think an Ant Lion would be such a problem? The Ant Lion's have been causing mindless destruction in these parts. I suppose it's just how ants are. But I need you to help eliminate the infestation. Would you be willing to help for a bit of reward?<br>;Original
1073705;They're unholy, I say. Golems, a walking mockery of all life, born of blackest magic. They're not truly alive, so destroying them isn't a crime, it's a service. A service I will gladly pay for.;Original
1073706;It baffles me how a Ratman can be smart enough to learn magic. But, I don't think they're so smart you couldn't kill a few. The beady-eyed fiends have been causing trouble in these parts, so I'd be glad to reward someone who thinned their numbers.;Original
1073707;The flap of their leathery wings, the scratch of their reptillian claws, the clank of their scales. Keep your eyes open, friend for there are Drakes in these parts. The unwary find themselves a hot meal for the cold blooded fiends. I'd give all the treasure I possess to anyone brave enough to scourge a number of those devils from our fair skies.;Original
1073708;From the foul depths, the Kraken come to torment men. The scaly horrors make life near impossible for us all. I know it may not be much, but I'd gladly reward any who were fearless enough to face the Kraken and reduce their host!;Original
1073709;I have a business proposition for you, my friend. Caravans would like to move freely across our fair deserts except the accursed Sand Vortexes always attack them. If you could, say "disenchant" a few Vortexes, I could compensate you for your efforts in encouraging free trade. ;Original
1073710;These demon horses mock the bond between rider and steed! It pains me to see such despicable monsters in the shape of a noble horse. Please, execute these unholy mockeries, the Nightmares or the Fire Steeds, for me -- do this, and I will gladly reward you.;Original
1073711;You've heard of a snake in the grass? How about a serpent in a lava field? Those fiery monsters cause no end of trouble, slithering and burning. Find a way to turn a few lava serpents into charcoal and I'll make sure you leave with a heavy purse.;Original
1073712;Those frosty brutes! It's impossible to make a decent bonfire with them about! I'm talking about those masters of ice magic, the Arctic Ogre Lords. Yes, I'd certainly add a few coins to the purse of anyone tough enough to turn a few of those brutes into ice cubes!;Original
1073713;Devils of snow and ice! They steal the warmth from our very souls! If only someone were brave enough to face the dread Ice Fiends and reduce their numbers, then decent folk might have a chance for once!;Original
1073714;From the Stygian depths, the Daemons rise to torment poor humankind! I've seen them, cutting a swath of destruction through our fair land. But you, you seem a hardy adventurous sort. Perhaps you have experience in slaying foul daemons?;Original
1073715;Corpulent foul-smelling brutes! Without their leaders, you're average ogre is such a menace. But as long as the Ogre Lords are around, they whip that unsightly rabble into shape. Hmm, makes you think we should target a few of these Orge Lords, doesn't it?;Original
1073716;They watching me! Shh! They might hear! They've had their eyes on me for a while -- no, I'm not paranoid! Have you seen the way they look at me? Elder Gazers, indeed! Why do they observe me so? Please, kind traveler -- kill the fiends! Close their never-blinking eyes once and for all and I will gladly reward you!;Original
1073717;My dear old mum, she does hate those awful Terathan. She'd like nothing better than to wreck their hives. Hmm, you know -- kill a Terathan Matriarch and the hive drops in efficiency. I wonder…perhaps someone who targeted a few Terathan Matriarchs would do some damage to the Hive. That'd sure make my old mum proud....;Original
1073718;To live among giants is no easy task my friend. Take these Titans. Their appetites are prodigious, indeed. They consume all in their path trying to placate their enormous hunger! It leaves precious little for us to feed ourselves. I may not be wealthy, but if someone could kill a few Titans, I could afford to be generous with them.;Original
1073719;You've probably slain your fair share of the common orc, eh? Orcs are a dime a dozen, but the Orc Brute -- that's a different story entirely! They're hideous monsters who've earned their deaths a dozen times over! How about giving the lumpen oafs the death they so richly deserve?;Original
1073720;Does it seem uncommonly warm here? I think it does. I've seen Fire Gargoyles nearby. Those burning wretches turn to ash everything they touch. Do you know what does for property values? Do us all a favor and fight fire with fire -- kill some Fire Gargoyles for me.;Original
1073721;Beware the White Wyrm, my friend! They are not a beast to be triffled with. I've seen them gut villages and swallow peasants whole! My hatred for the albino atrocities runs deep -- so deep, I'd give all that I own to rid the land of them. ;Original
1073722;Did you know Poison Elementals are corrupted from the very air? They are miserable wretches, cursed by foul magic. You do them a favor by destroying the noxious creatures -- they'd surely thank you, though you might not notice it for them trying to kill you. But, I could find it in my heart to reward you for killing poison elementals.;Original
1073723;There is no greater foe than the mighty Dragon! A creature of myth and legend! A hero proves his worth by slaughtering the reptillian fiends! What? You're not swayed by my words? Well, would you be interested in a cash reward for killing dragons then?;Original
1073724;Death all around us, like a plague of, uh, pestilence! Those undead magicians, the Liches, torment the living! And their masters, the Lich Lords are the worst of the bunch. I'll tell you, I'd give this large treasure pile to anyone who cleared these undead monsters!;Original
1073725;Their girly bits are…exposed! There, out in the open, for any child to see! A succubus is an afront to all decency and morality! Someone needs to stand up for the children! Someone needs to teach the succubi a lesson in deceny!;Original
1073726;The Gargoyles think they're the superior race! Their Destroyers are the pinnacle of their warriors! But I know, humans are deadlier by far and I'll pay you to prove it to the red-skinned wretches!;Original
1073727;The Lords of the Underworld have grown bold! They march across the land, terrorizing and rampaging! But without their leaders, the Balrons, the legions of the nether realsm aren't nearly the threat. I could reward you handsomely if you could cut the head off of a demon army or two.;Original
1073728;Oh, the cruel irony! A hero slays a dragon, only for it to come back as an undead monstrosity thanks to black magic. These Skeletal Wyrms are twice the fiend they ever were in life and it will take twice the hero to put them down again! ;Original
1073729;They say the Serpentine Dragons hail from far off lands. Well, that's just wrong. I mean, what, are native dragons supposed to compete with cheap foreign dragons? It's not fair! I think somebody should do something about it!;Original
1073730;Every undead horror was once a living soul. Can you imagine, the poor wretches who become Rotting Corpses? What if some part of them knows what they've become? It's too horrible! Someone should return them to the ground.;Original
1073731;The older a wyrm gets, the more deadly and cunning. The Ancient Wyrms are a treacherous breed, each one soaked in the blood of innocents. A hero needs to right their wrongs, eradicate their evil from fair Britannia.;Original
1073732;Here's a riddle for you. Why hasn't anyone killed those annoying Sphinxes? With their puzzles and enigmatic ways, why we'd be better off without 'em all. In fact, I'll put my money where my mouth is -- kill Sphinxes and I'll reward you well.;Original
1073733;Perhaps you'll change your mind and return at some point.;Original
1073734;If you decide to return, I'll be waiting here.;Original
1073735;Have you killed the Ophidian Knights or Avengers?;Original
1073736;Continue to seek and kill the Bog Things.;Original
1073737;There's still too many unicorns around, if you catch my drift.;Original
1073738;I won't be able to pay you until you've gotten enough Gargoyle Enforcers.;Original
1073739;Did you forget to kill Giant Beetles?;Original
1073740;Those smoky devils, the Efreets, are still about.;Original
1073741;There's too much cuteness in the world -- kill those pixies!;Original
1073742;Dread Spiders? I say keep exterminating the arachnid vermin.;Original
1073743;The chill won't lift until you eradicate a few Ice Elemenals.;Original
1073744;How are farmers supposed to work with these Whipping Vines around?;Original
1073745;Please, rid us of the Ant Lion infestation.;Original
1073746;The unholy brutes, the Golems, must be smited!;Original
1073747;I think someone should skin a few ratmen mages, eh?;Original
1073748;A drake's almost a dragon but I still think you can take 'em.;Original
1073749;Please, help stop the Kraken menace.;Original
1073750;These Sand Vortexes make life impossible!;Original
1073751;Don't let the Nightmares or Fire Steeds continue to walk this earth.;Original
1073752;Those fiery serpents are still too many.;Original
1073753;There's more Arctic Ogre Lords to kill, I'm sure of that.;Original
1073754;I'm sure you can kill a few more Ice Fiends than that.;Original
1073755;The Daemon hordes still need to be thinned.;Original
1073756;Please, continue to battle the Ogre Lords.;Original
1073757;What are you looking at? Go kill Elder Gazers!;Original
1073758;Mum will be disappointed if you don't kill more Terathan Matriarchs.;Original
1073759;I hope you haven't had your fill of killing Titans.;Original
1073760;There's plenty more Orc Brutes who need killing.;Original
1073761;Do not lose hope, you can face more Fire Gargoyles, I am certain.;Original
1073762;The White Wyrms still trouble this land!;Original
1073763;I beseech you, put more Poison Elementals out of their misery.;Original
1073764;Prove you’re a hero -- kill some more Dragons!;Original
1073765;Lich Lords still haunt our fair lands.;Original
1073766;Do the decent thing and kill those horrible succubi!;Original
1073767;There are plenty more Gargoyle Destroyers to, uh, destroy.;Original
1073768;Balrons cannot be allowed to walk on the earth. Keep fighting them, please!;Original
1073769;Reduce a few more Skeletal Wyrms to a pile of bones.;Original
1073770;You've made a good start but those Serpentine Dragons need to be taught a lesson.;Original
1073771;I can still smell the foul decay of Rotting Corpses. ;Original
1073772;Fight the Ancient Wyrms, please!;Original
1073773;Please, do no rest until those Sphinxes are properly schooled!<br>;Original
1073774;You have finished your quest and may return for a reward.;Original
1073775;Your quest is complete. Return for your reward.;Original
1073776;We can all rest a little easier with less of those slithery Ophidians about. You've earned this reward.;Original
1073777;The land appreciates your efforts with the Bog Things. We should have a bumper crop this year!;Original
1073778;Okay, here's your reward. Now, we never spoke, did we?;Original
1073779;Those Gargoyle fanatics won't be troubling anyone any time soon, eh?;Original
1073780;Tell me, do the Giant Beetles crunch when you kill them? Well, here's your pay.;Original
1073781;Ha! Blown away like smoke in the wind, those Efreets are! You earned this reward!;Original
1073782;The world is a less magical place, with dead pixies. Good job.;Original
1073783;Thinking about those eight legged monsters gives me the chills! Here, take this reward.;Original
1073784;You snapped that cold spell, eh? For facing the Ice Elementals, here's a little something.;Original
1073785;With the whipping vines thinned, farmers can get back to work.;Original
1073786;The Ant Lion infestation seems reduced. Enjoy this reward then.;Original
1073787;Reduced those Golems to component parts? Good, then -- you deserve this reward!;Original
1073788;Ha, the furry wretches' magic was no match for you! A dead ratman mage is worth something, so enjoy!;Original
1073789;The skies have been clear of drakes lately, so I guess you deserve a reward.;Original
1073790;There's hasn't been a Kraken attack lately -- congratulations!;Original
1073791;Trade is up fifteen percent since you attacked the Sand Vortexes. You've earned a share of the profit.;Original
1073792;You've cleared the stables of evil, my friend! So here are your just rewards!;Original
1073793;For your work against the lava snakes, I have a little something for you.;Original
1073794;It'll be a cold day in you-know-where when you can't kill Artic Ogre Lords, eh?;Original
1073795;I already feel the warmth returning. Accept this reward for killing Ice Fiends!;Original
1073796;Sent them back where they belong, eh? Good work.;Original
1073797;The world will not miss those blubbery brutes. For what you've done, enjoy this reward.;Original
1073798;Don't look at me that way. Just take your reward and leave.;Original
1073799;Mother will appreciate your fine work. Here, don't tell her I gave you this.;Original
1073800;The shadow of Titans no longer stretches across the land. Thanks to you!;Original
1073801;Thanks to you for stopping those orcish louts. You deserve this rich reward.;Original
1073802;You have extinguished the gargoyle threat, traveler. Thanks to you.;Original
1073803;Those pale monsters are no more. Enjoy the rewards of the just!;Original
1073804;You have performed a noble service. Here, please take this reward.;Original
1073805;Dragons mean treasure my friend -- enjoy this reward!;Original
1073806;I can only hope these undead stay in their graves once and for all.;Original
1073807;Thanks goodness someone thinks of the children. Enjoy this token of our esteem.;Original
1073808;The gargoyle menace has been thwarted. Thank you, traveler.;Original
1073809;You faced the hordes of the underworld and overcame. For that, I will be forever grateful.;Original
1073810;With any luck, those dragons won't be back again!;Original
1073811;You sent those foreign dragons packing, didn't you? My thanks!;Original
1073812;The stench of decay subsides, thanks to you.;Original
1073813;You've rid the land of an ancient evil. My best wishes, friend.;Original
1073814;Mystery solved! Enjoy your reward, my friend.;Original
1073815;You are already choosing an advanced character template.;Original
1073816;This character has over 200 skill points. You cannot choose an advanced character template until you reduce your skill point total (for example, by storing a skill using a soulstone). If you do not wish to reduce your skill point total, you can opt to get your token back instead.<br><br>For more information about the advancement program, <a href="http://uo.custhelp.com/cgi-bin/uo.cfg/php/enduser/std_adp.php?p_faqid=13270">review this article</a> or <a href="http://uo.custhelp.com/cgi-bin/uo.cfg/php/enduser/ask.php?">ask a question</a> at our knowledge base.;Original
1073817;Get A Token Back;Original
1073818;An unknown error has occured.;Original
1073819;The aquarium operation was successful.;Original
1073820;You must own and register UO: Mondain's Legacy to use an aquarium.;Original
1073821;You do not have access to that item for use with the aquarium.;Original
1073822;The aquarium can not hold that item.;Original
1073823;A Purple Frog;Original
1073824;An Albino Frog;Original
1073825;A Killer Frog ;Original
1073826;A Speckled Crab ;Original
1073827;A Long Claw Crab ;Original
1073828;A Golden Broadtail;Original
1073829;A Minoc Blue Fish;Original
1073830;A Nujel'm Honey Fish;Original
1073831;A Yellow Fin Bluebelly  ;Original
1073832;A Spined Scratcher Fish ;Original
1073833;A Spotted Buccaneer;Original
1073834;A Red Dart Fish ;Original
1073835;A Makoto Courtesan Fish;Original
1073836;A Vesper Reef Tiger;Original
1073837;<CENTER>Aquarium Contents</CENTER>;Original
1073838;Remove;Original
1073839;Contents: ~1_COUNT~ items, ~2_WEIGHT~ stones;Original
1073840;Contents: ~1_COUNT~ items, ~2_WEIGHT~/~3_MAXWEIGHT~ stones;Original
1073841;Contents: ~1_COUNT~/~2_MAXCOUNT~ items, ~3_WEIGHT~ stones;Original
1073842;You cannot choose an advancement template for this character because you have over 200 skill points.  If you don’t have a way to lower your skill point total, you will have to use this advanced character token on another character.;Original
1073843;;Original
1073844;<body>85 Bushido<br>85 Swordsmanship<br>85 Parrying<br>70 Tactics<br>70 Focus<br>85 Strength<br>85 Dexterity<br>55 Intelligence</body>;Original
1073845;<body>85 Ninjitsu<br>85 Hiding<br>85 Stealth<br>70 Fencing<br>70 Tactics<br>85 Strength<br>85 Dexterity<br>55 Intelligence</body>;Original
1073846;<body>85 Necromancy<br>85 Spirit Speak<br>85 Resisting Spells<br>70 Fencing<br>70 Meditation<br>80 Strength<br>70 Dexterity<br>75 Intelligence</body>;Original
1073847;<body>85 Chivalry<br>85 Resist Spells<br>85 Swordsmanship<br>70 Tactics<br>60 Focus<br>85 Strength<br>85 Dexterity<br>55 Intelligence<br>Title set to trustworthy</body>;Original
1073848;<body>85 Lockpicking<br>85 Cartography<br>85 Peacemaking<br>70 Magery<br>70 Musicianship<br>100 Strength<br>25 Dexterity<br>100 Intelligence</body>;Original
1073849;<body>85 Magery<br>85 Resist Spells<br>85 Evaluate Intelligence<br>70 Inscription<br>70 Meditation<br>80 Strength<br>35 Dexterity<br>110 Intelligence</body>;Original
1073850;<body>85 Swordsmanship<br>85 Tactics<br>85 Anatomy<br>70 Healing<br>70 Resist Spells<br>110 Strength<br>80 Dexterity<br>25 Intelligence</body>;Original
1073851;<body>85 Fencing<br>85 Tactics<br>85 Anatomy<br>70 Healing<br>70 Resist Spells<br>110 Strength<br>80 Dexterity<br>25 Intelligence</body>;Original
1073852;<body>85 Mace Fighting<br>85 Tactics<br>85 Anatomy<br>70 Healing<br>70 Resist Spells<br>110 Strength<br>80 Dexterity<br>25 Intelligence</body>;Original
1073853;<body>85 Archery<br>85 Tactics<br>85 Anatomy<br>70 Healing<br>70 Resist Spells<br>110 Strength<br>80 Dexterity<br>25 Intelligence</body>;Original
1073854;<body>85 Blacksmithing<br>85 Mining<br>85 Tinkering<br>70 Tailoring<br>70 Magery<br>125 Strength<br>25 Dexterity<br>65 Intelligence</body>;Original
1073855;<body>85 Provocation<br>85 Musicianship<br>85 Peacemaking<br>70 Discordance<br>70 Resist Spells<br>85 Strength<br>85 Dexterity<br>55 Intelligence</body>;Original
1073856;<body>85 Taming<br>85 Animal Lore<br>85 Veterinary<br>70 Magery<br>70 Meditation<br>80 Strength<br>55 Dexterity<br>80 Intelligence</body>;Original
1073857;As you approach the cocoon, two dread spiders climb down the trees and attack you!;Original
1073858;Without warning, several spiders come out of hiding and attack you!;Original
1073859;A Reward Title: Britain Public Library Contributor;Original
1073860;A Reward Title: Distinguished Library Contributor;Original
1073861;A Reward Title: Honored Library Contributor;Original
1073862;A Reward Title: Prominent Library Contributor;Original
1073863;A Reward Title: Eminent Library Contributor;Original
1073864;the Haven Alchemist;Original
1073865;the Haven Bard;Original
1073866;the Haven Weapon Trainer;Original
1073867;the Haven Tailor;Original
1073868;the Haven Carpenter;Original
1073869;the Haven Mapmaker;Original
1073870;the Haven Mage;Original
1073871;the Haven Bakery;Original
1073872;the Haven Farm;Original
1073873;the Haven Docks;Original
1073874;the Haven Bowyer;Original
1073875;the Haven Bank;Original
1073876;Lethal Darts;Original
1073877;A Simple Bow;Original
1073878;Ingenious Archery, Part I;Original
1073879;Ingenious Archery, Part II;Original
1073880;Ingenious Archery, Part III;Original
1073881;Stop Harping on Me;Original
1073882;Arch Support;Original
1073883;Secure Possessions;Original
1073884;Spinning a Tale;Original
1073885;Fancy Word for Dresser;Original
1073886;A Need of Dough;Original
1073887;Very Manly Meal;Original
1073888;Fishy Dish;Original
1073889;Delightful Dish;Original
1073890;Hearty Meal;Original
1073891;Fruit of Bacchus;Original
1073892;Taking the Cure;Original
1073893;Just a Hint of Tanin;Original
1073894;Message in a Bottle;Original
1073895;Beer Goggles;Original
1073896;Clear as Day;Original
1073897;Can't be too Careful;Original
1073898;Boom!;Original
1073899;Fire!;Original
1073900;The Dark Art;Original
1073901;Hâute Couture;Original
1073902;The King of Clothing;Original
1073903;The Puffy Shirt;Original
1073904;For the Fashion Forward Barbarian;Original
1073905;From the Gaultier Collection;Original
1073906;Necessity's Mother;Original
1073907;Tick Tock;Original
1073908;The Far Eye;Original
1073909;Puppet master;Original
1073910;The Song of the Wind;Original
1073911;Nothing Fancy;Original
1073912;The Bulwark;Original
1073913;Cuts Both Ways;Original
1073914;That's a Blade;Original
1073915;Dragon Protection;Original
1073916;Heavy Metal;Original
1073917;Midas Touch;Original
1073918;Fancy Leathers;Original
1073919;Irressitable Delights;Original
1073920;Ashes to Ashes;Original
1073921;I will patiently await your reconsideration.;Original
1073922;I will be in your debt if you bring me crossbow bolts.;Original
1073923;I will be in your debt if you bring me bows;Original
1073924;I will be in your debt if you bring me crossbows;Original
1073925;I will be in your debt if you bring me heavy crossbows;Original
1073926;I will be in your debt if you bring me repeating crossbows;Original
1073927;I will be in your debt if you bring me lap harp;Original
1073928;I will be in your debt if you bring me foot stools.;Original
1073929;I will be in your debt if you bring me wooden chests;Original
1073930;I will be in your debt if you bring me spinning wheels;Original
1073931;I will be in your debt if you bring me cherry armoires;Original
1073932;I will be in your debt if you bring me sweet dough;Original
1073933;I will be in your debt if you bring me baked quiches;Original
1073934;I will be in your debt if you bring me sushi platters;Original
1073935;I will be in your debt if you bring me peach cobblers;Original
1073936;I will be in your debt if you bring me cuts of ribs;Original
1073937;I will be in your debt if you bring me grape bunches;Original
1073938;I will be in your debt if you bring me cure potions;Original
1073939;I will be in your debt if you bring me bottles of wine;Original
1073940;I will be in your debt if you bring me empty bottles;Original
1073941;I will be in your debt if you bring me barrel taps;Original
1073942;I will be in your debt if you bring me nightsight potions;Original
1073943;I will be in your debt if you bring me healing potions;Original
1073944;I will be in your debt if you bring me explosive potions;Original
1073945;I will be in your debt if you bring me greater conflagration potions;Original
1073946;I will be in your debt if you bring me deadly poison potions;Original
1073947;I will be in your debt if you bring me flower garlands;Original
1073948;I will be in your debt if you bring me kilts;Original
1073949;I will be in your debt if you bring me fancy shirts;Original
1073950;I will be in your debt if you bring me fur sarongs;Original
1073951;I will be in your debt if you bring me studded bustiers;Original
1073952;I will be in your debt if you bring me tinker's tools;Original
1073953;I will be in your debt if you bring me clocks.;Original
1073954;I will be in your debt if you bring me spyglasses;Original
1073955;I will be in your debt if you bring me golems;Original
1073956;I will be in your debt if you bring me fancy wind chimes;Original
1073957;I will be in your debt if you bring me bascinets;Original
1073958;I will be in your debt if you bring me heater shields;Original
1073959;I will be in your debt if you bring me broadswords;Original
1073960;I will be in your debt if you bring me no-dachis;Original
1073961;I will be in your debt if you bring me dragpn armor;Original
1073962;I will be in your debt if you bring me valorite armor;Original
1073963;I will be in your debt if you bring me gold ingots;Original
1073964;I will be in your debt if you bring me horned leathers;Original
1073965;I will be in your debt if you bring me balls of yarn;Original
1073966;I will be in your debt if you bring me grave dust;Original
1073967;You obtained what you seek, now receive your reward.;Original
1073968;My thanks for your service. Now, I shall teach you of elven archery.;Original
1073969;My thanks for your service. Now, I will show you something of elven carpentry.;Original
1073970;Enjoy my thanks for your service. Prepare for the delights of elven cooking.;Original
1073971;My thanks for your service.  Here is something for you to enjoy.;Original
1073972;Enjoy my thanks for your service. Perhaps, I can now show you something of the elven arts?;Original
1073973;I appreciate your service. Now, see what elven hands can create.;Original
1073974;I say truly -- that is a magnificent garment! You have more than earned a reward.;Original
1073975;It is not without a certain charm, I suppose. Here, let me teach you of elven garments.;Original
1073976;Truly, it is worse than I feared. Still, I appreciate your efforts on my behalf.;Original
1073977;Now, I shall see what an elf can invent!;Original
1073978;Enjoy my thanks for your service.;Original
1073979;It is quite the formidable creation. For bringing it to me, I shall show you elven wisdom.;Original
1073980;Such a delightful sound, I think I shall never tire of it.;Original
1073981;Truly, that is a big sword human. ;Original
1073982;The dragon armor is most majestic and impressive my friend. Here, I will show you something of elven lore.;Original
1073983;You have brought fuzzy bundles of delight human! Thank you!;Original
1073984;The human fascination with death is unsettling but I thank you for your work.;Original
1073985;Greetings!;Original
1073986;Hello, hello.;Original
1073987;Fine, fine.  Do you have them?;Original
1073988;Oh welcome back!  Do you have my wax?;Original
1073989;Shhh!;Original
1073990;Shhhh!;Original
1073991;As you open the gates, your surroundings mysteriously change!;Original
1073992;The Excavator's Guild Presents: The Prism of Light;Original
1073993;Line starts here. Ticket holders only please.;Original
1073994;Your title will be:;Original
1073995;[No Title];Original
1073996;ACCEPT;Original
1073997;NEXT;Original
1073998;Blessings of Sosaria to you and merry met, friend.;Original
1073999;I am glad for your company and wonder if you seek the heritage of your people?  I sense within you an elven bloodline -- the purity of which was lost when our brothers and sisters were exiled here in the Rupture.;Original
1074000;If it is your desire to reclaim your place amongst the people, you must demonstrate that you understand and embrace the responsibilities expected of you as an elf.;Original
1074001;The most basic lessons of our Sosaria are taught by her humblest children.  Seek Maul, the great bear, who understands instictively the seasons.;Original
1074002;You have begun to walk the path of reclaiming your heritage, but you have not learned all the lessons before you.;Original
1074003;You yet must perform these services: ;Original
1074004;You have carved a path in history, sought to understand the way from our sage companions.;Original
1074005;And now you have returned full circle to the place of your origin within the arms of Mother Sosaria. There is but one thing left to do if you truly wish to embrace your elven heritage. ;Original
1074006;To be born once more an elf, you must strip of all worldly possessions. Nothing of man or beast much touch your skin.;Original
1074007;Then you may step forth into history.;Original
1074008;You change your Reward Title to "~1_TITLE~".;Original
1074009;You decide to leave your title as it is.;Original
1074010;You elect to hide your Reward Title.;Original
1074011;Elf quest 1;Original
1074012;Elf quest 2;Original
1074013;Elf quest 3;Original
1074014;Elf quest 4;Original
1074015;Elf quest 5;Original
1074016;Elf quest 6;Original
1074017;He's too busy right now, so he ignores you.;Original
1074018;Broken Shaft;Original
1074019;Bending the Bow;Original
1074020;Arms Race;Original
1074021;Improved Crossbows;Original
1074022;Building the Better Crossbow;Original
1074023;Music to my Ears;Original
1074024;Lazy Humans;Original
1074025;Treasure Chest;Original
1074026;Wheels withing Wheels;Original
1074027;Vanity;Original
1074028;Doughy Delights;Original
1074029;Cheesy Meal;Original
1074030;Fishing for Compliments;Original
1074031;Peachy Delights;Original
1074032;Nothing like BBQ;Original
1074033;Off the Vine;Original
1074034;What Ails You;Original
1074035;An Inferior Vintage;Original
1074036;Waiting to be Filled;Original
1074037;Tapping the Keg;Original
1074038;Cat's Eyes;Original
1074039;First Aid;Original
1074040;Trouble in a Bottle;Original
1074041;Fire in a Bottle;Original
1074042;Deadly Toxins;Original
1074043;Fey Headgear;Original
1074044;An Impressive Plaid;Original
1074045;A Nice Shirt;Original
1074046;Fur is Murder;Original
1074047;Leather and Lace;Original
1074048;Inventive Tools;Original
1074049;Passage of Time;Original
1074050;The Glass Eye;Original
1074051;Artificial Life;Original
1074052;Breeze's Song;Original
1074053;Safety Helmet;Original
1074054;The Shield;Original
1074055;Instrument of War;Original
1074056;Mightier than the Pen;Original
1074057;Tipping the Dragon Scales;Original
1074058;Fine Steels;Original
1074059;Precious Metals;Original
1074060;Leather Supplies;Original
1074061;Quite the Yarn;Original
1074062;Dead Man's Ingredients;Original
1074063;Fine then, I'm shall find another to run my errands then.;Original
1074064;Hurry up! I don't have all day to wait for you to bring what I desire!;Original
1074065;These human made goods are laughable! It offends so -- I must show you what elven skill is capable of!;Original
1074066;We elves are no strangers to archery but I would be interested in learning whether there is anything to learn from the human approach. I would gladly trade you something I have if you could teach me of the deadly crossbow bolt.  ;Original
1074067;I wish to try a bow crafted in the human style. Is it possible for you to bring me such a weapon? I would be happy to return this favor.;Original
1074068;I have heard of a curious type of bow, you call it a "crossbow". It sounds fascinating and I would very much like to examine one closely. Would you be able to obtain such an instrument for me?;Original
1074069;These human "crossbows" are complex and clever. The "heavy crossbow" is a remarkable instrument of war. I am interested in seeing one up close, if you could arrange for one to make its way to my hands. ;Original
1074070;My friend, I am in search of a device, a instrument of remarkable human ingenuity. It is a repeating crossbow. If you were to obtain such a device, I would gladly reveal to you some of the secrets of elven craftsmanship.;Original
1074071;Humans artistry can be a remarkable thing. For instance, I have heard of a wonderful instrument which creates the most melodious of music. A lap harp. I would be ever so grateful if I could examine one in person. ;Original
1074072;How clever humans are -- to understand the need of feet to rest from time to time!  Imagine creating a special stool just for weary toes.  I would like to examine and learn the secret of their making.  Would you bring me some foot stools to examine?;Original
1074073;Humans have remarkable desire to secure what they "possess". I would be fascinated to see how a human would choose to contain something in a wooden chest. Do you think you could bring me such an item, in exchange for knowledge of elven ways?;Original
1074074;The manner by which humans produce cloth is remarkable. A spinning wheel -- how clever! Could you arrange for me to experiement with such a device? ;Original
1074075;I understand men decorate their living spaces with furniture such as a cherry armoire. It sounds like a beautiful, if strange invention. I would appreciate an opportunity to examine the craftsmanship on such an object.;Original
1074076;Such a simple ingredient, yet so versatile! Sweet dough -- what can it not do? I would love to experiment and discover new frontier in the baking arts -- if only I had a supply of this sweet dough. ;Original
1074077;I have heard tales of a potent dish. One that is both strong, yet delicate. Rich, but light. A baked quiche. Such culinary wizardry sounds delightful and I would be very appreciative to one who could provide me with such a meal.;Original
1074078;I am told of a speciality dish, a meal of carefully prepared fish. Such a sushi platter must be sublime in its delicacy. I would be eternally grateful if you could provide me with such meal.;Original
1074079;Humans have a splendid dish I am told, one that harvests the fruits of nature and tastes like drops of the golden sun! A peach cobbler. Such a dish must be priceless, but if you could provide it for me to taste, I would happily teach you more of the elven ways.;Original
1074080;I desire to try a simple human meal. Something hearty, but simple. Perhaps, a cut of ribs? Yes, that sounds right. Perhaps, if you were to provide this for me, I could instruct you in the ways of elven cooking?;Original
1074081;My friend, perhaps you are interested in elven wine? It is a wonderous elixir but I require a supply of that most precious fruit, a bunch of grapes. Please, bring some to me.<br>;Original
1074082;I have discovered through great effort the dread after effects of human wine. My friend, I would be forever in your debt if you provide for me some of these cure potions which removes the efforts of noxious toxins. ;Original
1074083;I understand men are not unfamiliar with the winemaking arts. Does the wine of humans quench thirst like the dew off a morning lily? Perhaps I could see for myself?;Original
1074084;We elves are interested in trading our wines with humans but we understand human usually trade such brew in strange transparent bottles. If you could provide some of these empty glass bottles, I might engage in a bit of elven winemaking;Original
1074085;Oh, the deviltry! Why would humans lock their precious liquors inside a wooden coffin? I understand I need a "keg tap" to access the golden brew within such a wooden abomination. Perhaps, if you could bring me such a tap, we could share a drink and I could teach you.;Original
1074086;What wonders! A concotion that let's one see in the darkest night! How marvelous! Perhaps, you would obtain for me such night sight potions so that I might banish the darkest from my eyes. ;Original
1074087;In a perilous world, one can never be too cautious. I understand mankind has developed a potion of healing to cure terrible injuries. I am certain we elves could benefit from this knowledge, so if you bring healing potions to me, I will teach you of elven lore.;Original
1074088;These alchemy of humans is a wonderous and destructive art! I hear that an "explosive" potion produces a force of fiery potency when used. It sounds fascinating and I would like to see with my own eyes. Are you able to bring me such explosive potions?;Original
1074089;The power of a great forrest fire contained in a simple glass container? How remarkable and terrible! I must see for myself. Could you bring for me some of these greater conflagration potions? I will, naturally, reciprocate the favor.;Original
